maxTime,moves,ProfundidadIterativa2time,ProfundidadlenSolution,AscensoColinaSimple1lenClosed,ProfundidadIterativa2lenOpened,ProfundidadLimitadatime,BidireccionallenOpened,AscensoColinaSimple1time,Bidireccionaltime,ProfundidadIterativa2lenClosed,AscensoColinaMaximaPendiente1time,ProfundidadlenClosed,ProfundidadIterativalenOpened,AscensoColinaMaximaPendiente1lenSolution,ProfundidadlenOpened,ProfundidadIterativatime,AscensoColinaSimple1lenOpened,ProfundidadIterativa2lenSolution,Anchuratime,AscensoColinaSimple1lenSolution,ProfundidadIterativalenSolution,Profundidadtime,AnchuralenClosed,ProfundidadLimitadalenClosed,AnchuralenSolution,BidireccionallenClosed,AscensoColinaMaximaPendiente1lenClosed,ProfundidadLimitadalenSolution,AscensoColinaMaximaPendiente1lenOpened,ProfundidadLimitadalenOpened,BidireccionallenSolution,ProfundidadIterativalenClosed,AnchuralenOpened,Voraz1lenClosed,AStar1time,AscensoColinaMaximaPendiente2time,AscensoColinaSimple2lenSolution,Voraz2lenSolution,AStar2time,Voraz1time,AscensoColinaMaximaPendiente2lenSolution,AscensoColinaSimple2lenClosed,AStar1lenClosed,AStar2lenOpened,AscensoColinaSimple2time,Voraz2time,AStar2lenSolution,Voraz1lenSolution,AStar1lenOpened,Voraz2lenOpened,AscensoColinaSimple2lenOpened,Voraz1lenOpened,AStar1lenSolution,AStar2lenClosed,AscensoColinaMaximaPendiente2lenClosed,Voraz2lenClosed,AscensoColinaMaximaPendiente2lenOpened,AscensoColinaMaximaPendiente3lenClosed,AscensoColinaSimple3lenClosed,AStar3lenOpened,Voraz3lenOpened,AStar3time,AscensoColinaMaximaPendiente3lenOpened,AscensoColinaSimple3lenSolution,Voraz3lenClosed,AStar3lenSolution,AscensoColinaSimple3time,AscensoColinaMaximaPendiente3time,AStar3lenClosed,Voraz3time,Voraz3lenSolution,AscensoColinaMaximaPendiente3lenSolution,AscensoColinaSimple3lenOpened,VorazBidireccional1lenClosed,VorazBidireccional2lenSolution,VorazBidireccional2time,VorazBidireccional2lenOpened,VorazBidireccional1lenOpened,VorazBidireccional2lenClosed,VorazBidireccional3lenSolution,VorazBidireccional3lenOpened,VorazBidireccional3lenClosed,VorazBidireccional3time,VorazBidireccional1time,VorazBidireccional1lenSolution,IDAStar2lenClosed,IDAStar2time,AStar2maxMemory,Voraz3maxMemory,ProfundidadIterativa2maxMemory,AStar1maxMemory,AnchuramaxMemory,ProfundidadIterativamaxMemory,AscensoColinaSimple1maxMemory,AscensoColinaMaximaPendiente3maxMemory,Voraz2maxMemory,AscensoColinaMaximaPendiente1maxMemory,AscensoColinaMaximaPendiente2maxMemory,AscensoColinaSimple3maxMemory,IDAStar2lenOpened,IDAStar2maxMemory,IDAStar2lenSolution,ProfundidadLimitadamaxMemory,VorazBidireccional1maxMemory,VorazBidireccional3maxMemory,BidireccionalmaxMemory,ProfundidadmaxMemory,AscensoColinaSimple2maxMemory,AStar3maxMemory,Voraz1maxMemory,VorazBidireccional2maxMemory,IDAStar3lenClosed,IDAStar1maxMemory,IDAStar1lenSolution,IDAStar1time,IDAStar3time,IDAStar1lenOpened,IDAStar1lenClosed,IDAStar3lenSolution,IDAStar3maxMemory,IDAStar3lenOpened,ProfundidadIterativaEBF,AnchuraEBF,AscensoColinaMaximaPendiente1EBF,Voraz1EBF,Voraz2EBF,AStar1EBF,VorazBidireccional1EBF,IDAStar3EBF,ProfundidadEBF,IDAStar2EBF,ProfundidadIterativa2EBF,AscensoColinaSimple3EBF,AStar2EBF,Voraz3EBF,AscensoColinaSimple2EBF,BidireccionalEBF,ProfundidadLimitadaEBF,AStar3EBF,VorazBidireccional2EBF,IDAStar1EBF,AscensoColinaMaximaPendiente3EBF,VorazBidireccional3EBF,AscensoColinaSimple1EBF,AscensoColinaMaximaPendiente2EBF
30,"[10, 5, 4]",8.989021062850952,inf,0,13381,30.00115966796875,190,0.011419296264648438,0.19083356857299805,1338,0.010220766067504883,5519,1352,inf,53304,0.6982667446136475,0,3,0.5471134185791016,inf,3,31.959503889083862,110,4153,3,21,0,inf,0,41469,3,132,923,1396,0.8158936500549316,0.00675201416015625,inf,3,0.04993772506713867,30.556872129440308,inf,0,27,41,0.0063822269439697266,0.020104646682739258,3,inf,252,41,0,13320,3,5,0,5,0,0,0,372,12445,1.6981127262115479,0,inf,1313,3,0.010752201080322266,0.010707378387451172,40,30.52041220664978,inf,inf,0,5,3,0.06009531021118164,53,53,5,3,53,5,0.0617823600769043,0.06394004821777344,3,0,0.03912639617919922,385083,111797608,57306,2260095,8385126,65565,30248,50069,422233,47101,39752,44433,4,82017,3,249894,496672,506184,1745978,476676285,36160,3302814,119505805,505682,1656,85423,3,3.6256721019744873,15.8939049243927,4,202,5,139886,6,,,,,,,,,,,,,,,,,,,,,,,,
40,"[5, 1, 6, 6]",0.07671117782592773,inf,0,166,40.00069522857666,205,0.0050694942474365234,0.2589423656463623,15,0.005741119384765625,8316,1628,inf,80304,0.8778576850891113,0,4,0.6074032783508301,4,4,42.80025291442871,129,7259,4,24,0,inf,0,72477,4,161,1086,1757,2.1364097595214844,0.009609222412109375,4,4,0.060666799545288086,40.6456081867218,inf,0,45,49,0.005525112152099609,0.037482500076293945,4,inf,405,40,0,16644,6,6,0,5,0,0,0,265,16790,0.9732792377471924,0,inf,1772,6,0.007139921188354492,0.00878596305847168,29,40.668633222579956,inf,inf,0,5,4,0.04259943962097168,44,44,5,4,44,5,0.054270029067993164,0.03460192680358887,4,0,0.012512922286987305,480545,150608041,52316,3589937,9853126,73622,71759,85247,376914,84268,84527,82734,5,66755,4,257420,447684,446359,1883975,719222141,74583,2379961,149316980,446046,20,115140,12,0.04199695587158203,0.17389202117919922,13,2,20,231172,21,,,,,,,,,,,,,,,,,,,,,,,,
30,"[3, 6, 4]",10.086527824401855,inf,0,12152,30.00069260597229,146,0.010266304016113281,0.11836004257202148,1216,0.010621309280395508,5823,1240,inf,56238,0.7238872051239014,0,3,0.49710941314697266,inf,3,32.30904483795166,103,4615,3,16,0,inf,0,46077,3,122,862,25,0.16075992584228516,0.012147665023803711,inf,3,0.029716968536376953,0.20543813705444336,inf,0,11,31,0.010883331298828125,0.014865398406982422,3,3,100,31,0,233,3,4,0,4,0,0,0,342,11276,1.4683260917663574,0,inf,1195,3,0.009519338607788086,0.006382942199707031,37,30.416245222091675,inf,inf,0,3,3,0.02518749237060547,23,23,3,3,23,3,0.027074337005615234,0.03943586349487305,3,0,0.011735916137695312,310566,101378506,57309,925488,7837110,66237,38824,70803,328976,54555,57132,51993,4,44046,3,250928,260384,235460,1351346,502830752,51520,3049800,2117949,260808,6801,197476,inf,30.000579118728638,30.000601530075073,10,5934,inf,201026,16,,,,,,,,,,,,,,,,,,,,,,,,
40,"[11, 10, 1, 0]",1.063256025314331,inf,0,1790,40.00091862678528,227,0.0061948299407958984,0.24337124824523926,177,0.0030364990234375,8478,3252,4,81868,2.014763116836548,0,4,1.223179817199707,4,4,42.67832016944885,248,6841,4,26,0,inf,0,68296,4,323,2081,26,0.19211602210998535,0.004956483840942383,4,4,0.08580970764160156,0.21977019309997559,4,0,12,61,0.00722813606262207,0.021264314651489258,4,4,111,41,0,243,4,7,0,5,0,0,0,144,470,0.2106175422668457,0,inf,50,4,0.008813619613647461,0.006032228469848633,16,0.2847268581390381,4,inf,0,5,4,0.05913805961608887,50,50,5,4,50,5,0.06432437896728516,0.06000828742980957,4,0,0.020520448684692383,554062,4259254,54666,1012753,18948247,55854,71628,84624,385038,76736,77523,82566,5,72683,4,264198,499842,500646,2071246,733117344,74473,1322856,2221994,500395,10518,155399,14,0.027354717254638672,40.00064778327942,15,0,inf,259315,20,,,,,,,,,,,,,,,,,,,,,,,,
40,"[11, 6, 3, 5]",12.863568782806396,inf,0,15597,40.001678705215454,218,0.00901484489440918,0.4425492286682129,1560,0.011767387390136719,4713,17059,inf,45523,14.208488941192627,0,4,8.552637338638306,inf,4,42.24600434303284,1171,4147,4,25,0,inf,0,41418,4,1706,9808,1266,40.09871792793274,0.012582540512084961,inf,inf,0.12529325485229492,40.630147218704224,inf,0,226,79,0.008373022079467773,40.6413938999176,4,inf,2103,11709,0,12036,inf,9,0,1256,0,0,0,2219,11923,40.152594327926636,0,inf,1255,inf,0.00674891471862793,0.011007547378540039,237,40.6235237121582,inf,inf,0,148,4,9.698221445083618,1373,1373,148,4,1373,148,9.819276094436646,9.731767177581787,4,3,0.0740196704864502,750162,107066949,56922,18565296,89119904,57382,31176,50349,105671092,47006,50060,44346,5,77419,4,249763,12511820,12509383,1991497,407414247,44375,19573194,108087838,12507098,2129,169182,inf,40.00044512748718,40.00034999847412,12,3831,inf,167628,12,,,,,,,,,,,,,,,,,,,,,,,,
20,"[1, 2]",0.029002904891967773,inf,0,60,20.00098466873169,14,0.010664939880371094,0.01627373695373535,5,0.01066136360168457,4141,71,inf,40001,0.03210568428039551,0,2,0.05696725845336914,inf,2,21.419763565063477,6,3635,2,2,0,inf,0,36302,2,6,63,3,0.01655292510986328,0.012172937393188477,inf,2,0.01774454116821289,0.01806473731994629,inf,0,3,21,0.01177215576171875,0.018036842346191406,2,2,21,21,0,21,2,3,0,3,0,0,0,134,864,0.25172853469848633,0,inf,92,2,0.007242679595947266,0.011034965515136719,15,0.7973885536193848,2,inf,0,2,2,0.013411760330200195,14,14,2,2,14,2,0.013873577117919922,0.016145944595336914,2,0,0.005792379379272461,227703,7800263,49091,226627,585719,36178,61152,68742,234703,68070,68421,66556,3,74542,2,260183,153834,166889,149718,358270714,63825,1222334,233394,161337,194,93375,4,0.7173469066619873,0.8102104663848877,5,211,8,163898,9,,,,,,,,,,,,,,,,,,,,,,,,
40,"[1, 5, 3, 7]",2.9194581508636475,inf,0,3627,40.00099062919617,80,0.011699438095092773,0.08992576599121094,361,0.010979652404785156,7148,5089,inf,69029,3.658374547958374,0,4,2.054114818572998,inf,4,42.429425954818726,392,5512,4,8,0,inf,0,55039,4,507,3278,1645,2.0971269607543945,0.012337446212768555,inf,4,0.13317584991455078,40.63636803627014,inf,0,43,79,0.017043352127075195,0.05503535270690918,4,inf,388,60,0,15579,4,9,0,7,0,0,0,258,15044,0.9231653213500977,0,inf,1586,4,0.008109092712402344,0.011074542999267578,28,40.62539052963257,inf,inf,0,8,4,0.06348776817321777,81,81,8,4,81,8,0.10103988647460938,0.13756990432739258,4,0,0.0703275203704834,747665,134979832,58173,3442375,29759380,58292,64290,62712,564382,69534,69915,60474,5,75021,4,252011,771448,769560,740160,616676302,67251,2322151,139810532,769247,3910,154184,6,14.814591646194458,22.374674558639526,7,3239,8,151765,9,,,,,,,,,,,,,,,,,,,,,,,,
80,"[10, 5, 8, 2, 5, 0, 4, 4]",80.00086784362793,inf,0,90603,80.00113272666931,1732,0.011141777038574219,15.481666564941406,9079,0.009699344635009766,9199,88422,inf,88828,80.00088930130005,0,inf,83.71992588043213,inf,inf,83.96192193031311,9494,8372,inf,206,0,inf,0,83571,6,8858,79508,1845,80.2142915725708,0.01258230209350586,inf,inf,0.9592957496643066,80.89333319664001,inf,0,299,243,0.02197551727294922,80.93877744674683,6,inf,2816,17332,0,17684,inf,28,0,1830,0,0,0,2831,17753,80.33978652954102,0,inf,1875,inf,0.018202781677246094,0.012769222259521484,302,80.8237509727478,inf,inf,0,446,inf,80.41179919242859,4067,4200,432,inf,4220,448,80.20706868171692,80.22129440307617,inf,7,0.1532590389251709,2203035,159226290,75476,24820773,722276237,67451,38424,79759,155904531,57039,79786,77155,7,95730,6,249879,37856529,38027854,15798215,795042157,66800,24944267,158422514,36657327,11145,228477,inf,80.00058603286743,80.00080227851868,18,12056,inf,254337,22,,,,,,,,,,,,,,,,,,,,,,,,
50,"[9, 2, 6, 7, 6]",26.972957372665405,inf,0,31069,50.00116181373596,245,0.015323400497436523,0.3482353687286377,3113,0.011428594589233398,5848,18900,inf,56480,15.994157552719116,0,5,10.246345043182373,inf,5,52.52147579193115,1293,5187,5,29,0,inf,0,51789,5,1892,10831,1440,50.38734722137451,0.012739896774291992,inf,5,0.09066343307495117,50.6745982170105,inf,0,215,60,0.017104625701904297,0.04846978187561035,5,inf,2029,51,0,13734,inf,7,0,6,0,0,0,2181,13630,50.11257767677307,0,inf,1435,inf,0.006636381149291992,0.012088537216186523,231,50.661590337753296,inf,inf,0,7,5,0.09574723243713379,66,66,7,5,66,7,0.08556175231933594,0.09875893592834473,5,0,0.010427713394165039,568198,122348734,76604,17889823,98368828,66613,61728,71039,504784,77891,69460,49038,6,85434,5,251758,618524,627836,2241853,504991912,90921,19220943,123217049,627467,10663,205534,inf,50.00050067901611,50.00057244300842,13,9774,inf,237916,16,,,,,,,,,,,,,,,,,,,,,,,,
80,"[10, 1, 0, 3, 9, 1, 6, 9]",80.00037837028503,inf,0,92573,80.00113010406494,1761,0.013730764389038086,16.20023822784424,9275,0.016208410263061523,9098,90467,inf,87853,80.00035309791565,0,inf,83.74776458740234,inf,inf,83.96635675430298,9883,8067,inf,210,0,inf,0,80533,6,9065,82763,1849,80.38571286201477,0.012205362319946289,inf,inf,2.1638643741607666,80.93569540977478,inf,0,278,411,0.01637125015258789,80.96532535552979,6,inf,2637,17401,0,17620,inf,45,0,1860,0,0,0,2623,17684,80.38607501983643,0,inf,1868,inf,0.0061266422271728516,0.01062774658203125,278,80.81057119369507,inf,inf,0,546,inf,80.44225907325745,4053,5076,434,inf,4127,442,80.49030756950378,80.79642534255981,inf,37,0.5578293800354004,3669323,158611273,79576,23225501,751647419,69886,54408,49944,156709095,72068,64735,44321,7,108680,6,252968,46160724,37229857,16063440,786355258,59016,23107598,157937508,36564672,10723,238030,inf,80.00060558319092,80.00086116790771,21,11623,inf,284352,25,,,,,,,,,,,,,,,,,,,,,,,,
80,"[6, 11, 9, 2, 2, 0, 6, 1]",80.0003035068512,inf,0,86882,80.02188324928284,803,0.021518468856811523,3.674981117248535,8705,0.015594482421875,9360,92222,inf,90382,80.00056910514832,0,inf,83.636727809906,inf,inf,83.76215624809265,9609,7714,inf,95,0,inf,0,77005,6,9240,80471,1862,80.28814101219177,0.021050691604614258,inf,6,0.2954118251800537,80.87783455848694,inf,0,275,144,0.019565105438232422,0.06184124946594238,6,inf,2595,60,0,17775,inf,16,0,7,0,0,0,3606,17594,80.41454029083252,0,inf,1855,inf,0.010808467864990234,0.011029243469238281,384,80.84749579429626,inf,inf,0,7,6,0.08611130714416504,66,66,7,6,66,7,0.08656764030456543,0.0865628719329834,6,0,0.04810070991516113,1314178,157771544,79052,22864274,730964771,69134,77312,57029,557358,86701,79170,54211,7,91541,6,249148,649306,647922,7304077,808953991,74064,31760276,159300226,647585,21059,249350,inf,80.00066637992859,80.00083494186401,22,21628,inf,266377,24,,,,,,,,,,,,,,,,,,,,,,,,
60,"[2, 10, 11, 10, 6, 2]",60.00076675415039,inf,0,67951,60.00125026702881,1118,0.009749889373779297,6.86894679069519,6808,0.014709234237670898,6965,69365,inf,67262,60.000351905822754,0,inf,62.781697511672974,inf,inf,62.91391444206238,7160,6117,inf,133,0,inf,0,61071,6,6949,59964,1592,60.29784107208252,0.009905576705932617,inf,6,0.09569835662841797,60.776342153549194,inf,0,240,70,0.019917726516723633,0.062154531478881836,6,inf,2271,61,0,15197,inf,8,0,7,0,0,0,3095,15105,60.14811444282532,0,inf,1589,inf,0.005299091339111328,0.008809089660644531,330,60.69804072380066,inf,inf,0,9,6,0.11920356750488281,87,87,9,6,87,9,0.11937499046325684,0.12711501121520996,6,0,0.02433300018310547,654884,135491020,81783,20013150,543631759,70483,62120,64805,565762,79487,79528,59487,7,95944,6,252381,838023,837277,10255183,600951651,74200,27272715,136275939,836964,14944,243815,inf,60.00073790550232,60.000787019729614,20,16454,inf,273219,22,,,,,,,,,,,,,,,,,,,,,,,,
80,"[3, 6, 3, 4, 9, 6, 4, 2]",80.0003571510315,inf,0,91813,80.00107026100159,4000,0.015235185623168945,80.43641543388367,9200,0.01583099365234375,9281,92058,inf,89620,80.00075817108154,0,inf,83.69717240333557,inf,inf,84.00621223449707,9666,8079,inf,476,0,inf,0,80651,inf,9224,80949,1865,3.759089708328247,0.012011528015136719,inf,inf,80.07826280593872,80.86726546287537,inf,0,58,2573,0.009858369827270508,80.90770530700684,inf,inf,545,17368,0,17716,8,285,0,1848,0,0,0,2589,17642,80.09014582633972,0,inf,1854,inf,0.014463186264038086,0.01065683364868164,274,80.77433705329895,inf,inf,0,420,inf,80.26797270774841,4128,3946,440,inf,4075,434,80.47416019439697,80.31919693946838,inf,694,9.663183212280273,22838839,158157745,80608,4838288,735279165,71695,62120,57153,156346193,79699,49540,51939,9,129856,8,253485,35580205,36747376,36274233,802164106,43752,22803074,158843417,37223754,12953,240099,inf,80.00062155723572,80.00076365470886,20,11613,inf,253438,20,,,,,,,,,,,,,,,,,,,,,,,,
70,"[4, 1, 9, 11, 5, 1, 9]",70.00069737434387,inf,0,93384,70.00105690956116,619,0.008443832397460938,2.4526655673980713,9357,0.013053178787231445,9472,50012,inf,91464,40.44371843338013,0,inf,26.857574224472046,inf,5,73.4811384677887,3275,11473,5,73,0,inf,0,114522,5,5009,27427,1937,0.1165459156036377,0.014139652252197266,5,5,0.3490889072418213,70.69373035430908,5,0,9,127,0.017458677291870117,0.05658578872680664,5,inf,77,48,0,18395,5,17,0,6,0,0,0,77,19636,0.1209099292755127,0,inf,2064,5,0.016069412231445312,0.012586593627929688,9,70.78412747383118,inf,inf,0,7,5,0.0885767936706543,66,66,7,5,66,7,0.09294462203979492,0.09187841415405273,5,0,0.01773357391357422,1192049,177543837,73994,728513,249822092,66372,30616,57601,452226,49663,80106,55334,6,110555,5,252164,643851,641973,5641599,818570333,67008,730443,166494714,641660,1,190767,15,0.07684135437011719,0.044561147689819336,16,3,21,241695,22,,,,,,,,,,,,,,,,,,,,,,,,
90,"[8, 6, 0, 11, 0, 2, 4, 5, 6]",90.00032591819763,inf,0,101055,90.00158905982971,3788,0.010240316390991211,74.07325792312622,10126,0.010538816452026367,10569,100407,inf,102053,90.000736951828,0,inf,94.0524799823761,inf,inf,94.8354058265686,10571,9048,inf,451,0,inf,0,90312,7,10059,88522,1973,90.36736536026001,0.012139558792114258,inf,inf,26.88872480392456,90.96914386749268,inf,0,296,1463,0.006448268890380859,90.94397068023682,7,inf,2779,18491,0,18794,inf,164,0,1945,0,0,0,2786,18793,90.28580689430237,0,inf,1990,inf,0.007508277893066406,0.010762214660644531,299,90.83411240577698,inf,inf,0,468,inf,90.58967638015747,4343,4382,464,inf,4363,466,90.7507152557373,90.29688715934753,inf,48,1.342146396636963,13024926,170127991,80533,24500730,803624580,71666,38472,57941,167809801,54744,42316,52140,8,122994,7,254676,39509795,39341870,34372210,912854332,36312,24576164,169997925,39162569,15890,198365,inf,90.00061821937561,90.00051474571228,12,14539,inf,247345,20,,,,,,,,,,,,,,,,,,,,,,,,
70,"[9, 9, 4, 8, 0, 5, 6]",70.0008397102356,inf,0,80829,70.00151038169861,1363,0.015316247940063477,9.977542400360107,8098,0.021054744720458984,8034,79220,inf,77582,70.0004289150238,0,inf,73.23347902297974,inf,inf,73.40800380706787,8442,7083,inf,162,0,inf,0,70718,5,7936,70696,6,0.056531429290771484,0.02589583396911621,inf,inf,0.11661171913146973,0.05448794364929199,inf,0,6,78,0.02158498764038086,70.86773753166199,5,5,50,16131,0,50,5,9,0,1697,0,0,0,84,16046,0.1579735279083252,0,inf,1697,5,0.015709400177001953,0.013145208358764648,10,70.85681867599487,inf,inf,0,418,inf,70.26744675636292,5001,3984,526,inf,5132,540,70.31608700752258,70.41772627830505,inf,1,0.03448319435119629,725739,143968937,77498,477096,642694778,69529,45864,64714,145097454,79518,72041,62029,6,93810,5,253585,35882010,46567430,12466707,694923476,66554,785207,479013,45387723,16646,271740,inf,70.00060367584229,70.00088596343994,17,17695,inf,270326,26,,,,,,,,,,,,,,,,,,,,,,,,
80,"[2, 10, 3, 3, 0, 7, 7, 11]",80.00081706047058,inf,0,92473,80.00154566764832,4014,0.015062808990478516,80.59247255325317,9266,0.010676145553588867,9157,92162,inf,88422,80.00023913383484,0,inf,83.76163983345032,inf,inf,83.94900441169739,9848,8322,inf,478,0,inf,0,83081,inf,9234,82470,1864,80.18258500099182,0.018250465393066406,inf,inf,3.6894633769989014,80.92999505996704,inf,0,275,541,0.023145675659179688,80.93451189994812,8,inf,2579,17508,0,17795,inf,58,0,1841,0,0,0,2581,17605,80.25926327705383,0,inf,1859,inf,0.014735937118530273,0.02413153648376465,275,80.80251216888428,inf,inf,0,432,inf,80.73204779624939,4109,4034,440,inf,4160,446,80.43666744232178,80.21931385993958,inf,66,0.5334658622741699,4811553,157899768,81482,22741100,749008209,72925,53888,94811,157423249,71967,79530,84507,9,125603,8,255314,36394527,37542505,36404577,791432789,74224,22750653,159474137,37069638,11638,286343,inf,80.00076794624329,80.00060796737671,22,11237,inf,259347,15,,,,,,,,,,,,,,,,,,,,,,,,
40,"[6, 10, 10, 3]",8.082656383514404,inf,0,10363,40.000754594802856,157,0.009700775146484375,0.25449275970458984,1036,0.010661125183105469,7564,11825,inf,73045,9.298956155776978,0,4,5.923837423324585,inf,4,42.539273262023926,848,7118,4,17,0,inf,0,71062,4,1182,7097,1722,0.070068359375,0.018055200576782227,inf,4,0.06102132797241211,40.62958312034607,inf,0,6,49,0.02017378807067871,0.03763461112976074,4,inf,50,40,0,16441,4,6,0,5,0,0,0,353,1479,1.5911438465118408,0,inf,157,4,0.009301185607910156,0.012374162673950195,38,1.8166658878326416,4,inf,0,5,4,0.05841231346130371,51,51,5,4,51,5,0.05976295471191406,0.07194852828979492,4,0,0.016045808792114258,475753,13381543,57641,480258,64641657,59978,64483,38982,387995,70839,85433,68073,5,84725,4,250994,480704,489949,1440515,654573005,82372,3148791,147386950,489514,2166,187481,10,1.9524002075195312,9.841821908950806,11,298,12,232094,13,,,,,,,,,,,,,,,,,,,,,,,,
40,"[0, 3, 9, 0, 8]",2.6307005882263184,inf,0,5446,50.000953674316406,33,0.0041904449462890625,0.016901731491088867,545,0.005532979965209961,10367,629,inf,100104,0.29129981994628906,0,3,0.2780587673187256,inf,3,53.77785038948059,56,9231,3,4,0,inf,0,92139,3,62,463,4,0.01949906349182129,0.013872146606445312,inf,3,0.02580571174621582,0.013178348541259766,inf,0,4,40,0.0041086673736572266,0.014189004898071289,3,3,31,31,0,31,3,5,0,4,0,0,0,31,31,0.015326261520385742,0,inf,4,3,0.0035948753356933594,0.0060269832611083984,4,0.013885736465454102,3,inf,0,3,3,0.013524770736694336,23,23,3,3,23,3,0.029147863388061523,0.015197277069091797,3,0,0.0023653507232666016,409301,321378,67674,328279,4247352,46075,54510,69754,322129,59636,77468,65504,4,88555,3,252208,263166,266294,320160,895431097,64877,329301,323462,263247,0,88431,3,0.002186298370361328,0.003376483917236328,4,0,7,120681,8,,,,,,,,,,,,,,,,,,,,,,,,
60,"[2, 4, 8, 4, 9, 3]",0.04911446571350098,inf,0,98,60.00065279006958,20,0.0031311511993408203,0.009896993637084961,8,0.0032546520233154297,12510,109,inf,120790,0.04949522018432617,0,2,0.07014608383178711,inf,2,64.39218091964722,9,11154,2,2,0,inf,0,111335,2,9,90,3,0.008643388748168945,0.006476163864135742,2,2,0.01545858383178711,0.010153055191040039,2,0,3,30,0.004953861236572266,0.009790420532226562,2,2,21,21,0,21,2,4,0,3,0,0,0,30,30,0.026805639266967773,0,inf,4,2,0.0029904842376708984,0.002954721450805664,4,0.01677846908569336,2,inf,0,2,2,0.013000726699829102,20,20,2,2,20,2,0.010138273239135742,0.01093292236328125,2,0,0.005591154098510742,318352,312941,47673,238076,832557,36140,43886,49387,232834,48811,63994,47352,3,87215,2,257738,229919,230363,199036,1079652952,54195,319973,230909,230112,0,86373,2,0.007965564727783203,0.019689559936523438,3,0,2,87101,3,,,,,,,,,,,,,,,,,,,,,,,,
30,"[7, 11, 6]",0.6078348159790039,inf,0,1243,30.00087857246399,32,0.012235641479492188,0.03112649917602539,123,0.010481119155883789,5997,246,inf,57918,0.12666702270507812,0,3,0.14315271377563477,inf,3,32.086920499801636,23,5427,3,3,0,inf,0,54201,3,23,190,4,0.031417131423950195,0.012514829635620117,inf,3,0.02720046043395996,0.024344921112060547,inf,0,4,39,0.013838529586791992,0.020776748657226562,3,3,30,30,0,30,3,5,0,4,0,0,0,30,30,0.02733588218688965,0,inf,4,3,0.012218952178955078,0.007502079010009766,4,0.013689279556274414,3,inf,0,3,3,0.021625757217407227,32,32,3,3,32,3,0.025118112564086914,0.037352561950683594,3,0,0.008760213851928711,401529,313141,67344,326751,1753560,46074,73408,67641,312045,78514,78715,76918,4,93443,3,252116,336727,334410,305710,517791858,76201,326937,324620,333968,267,215007,11,2.2835073471069336,1.1044447422027588,12,577,19,224945,20,,,,,,,,,,,,,,,,,,,,,,,,
70,"[1, 9, 7, 7, 4, 8, 5]",70.00036692619324,inf,0,78501,70.00124096870422,863,0.013237714767456055,4.311071395874023,7866,0.01682901382446289,8072,80261,inf,77949,70.00052046775818,0,inf,73.2562427520752,inf,inf,73.40987062454224,8363,6956,inf,102,0,inf,0,69445,5,8041,70036,1700,70.25709748268127,0.020824193954467773,inf,5,0.09896159172058105,70.81201362609863,inf,0,257,68,0.014089345932006836,0.05294013023376465,5,inf,2436,50,0,16278,inf,8,0,6,0,0,0,3324,16507,70.43049645423889,0,inf,1747,inf,0.006310224533081055,0.011023521423339844,354,70.84460139274597,inf,inf,0,7,5,0.08072662353515625,64,64,7,5,64,7,0.11568450927734375,0.08131146430969238,5,0,0.020270824432373047,633248,148113660,74622,21462461,634567502,65443,46440,49969,468554,64543,64858,44399,6,88564,5,253315,627857,626207,7846180,698175990,59056,29282788,145889723,625664,18518,173133,inf,70.00042843818665,70.00083494186401,15,20934,inf,245248,20,,,,,,,,,,,,,,,,,,,,,,,,
80,"[3, 0, 1, 4, 10, 4, 10, 11]",11.227471113204956,inf,0,13793,80.00096535682678,198,0.029796838760375977,0.4032466411590576,1380,0.016719818115234375,13045,15255,inf,125955,12.016047477722168,0,4,7.861584901809692,inf,4,84.56495833396912,1048,11827,4,23,0,inf,0,118041,4,1526,8777,5,0.04279756546020508,0.013143777847290039,inf,4,0.050382137298583984,0.034781455993652344,inf,0,5,41,0.012191295623779297,0.03957009315490723,4,4,41,41,0,41,4,5,0,5,0,0,0,701,20907,6.55215048789978,0,inf,2211,4,0.014856100082397461,0.011935949325561523,76,80.78772044181824,inf,inf,0,5,4,0.05021357536315918,44,44,5,4,44,5,0.06762862205505371,0.05263566970825195,4,0,0.015144586563110352,378854,189009711,60295,408997,79811067,60549,61144,86753,398857,79340,68576,77113,5,80132,4,251841,444668,446374,1814457,1125572885,51368,6223597,406870,445160,13621,225202,inf,80.00067591667175,80.00081872940063,22,18625,inf,288500,28,,,,,,,,,,,,,,,,,,,,,,,,
